,Unnamed: 0,GENRE,authorKorean,authorEnglish,workTitle,translator,sourceTitle,publisher,yearCreated,authorEnglish2
629,629,Fiction,오영수,Oh Young-Su,The Good People,Marshall R. Pihl,The Good People,Heinemann Asia,1985.0,Oh Young Su/Oh Young-Su
630,630,Fiction,오영수,Oh Young-Su,The Woman From Hwasan,Marshall R. Pihl,The Good People,Heinemann Asia,1985.0,Oh Young Su/Oh Young-Su
631,631,Fiction,오영수,Oh Young-Su,Uncle,Marshall R. Pihl,The Good People,Heinemann Asia,1985.0,Oh Young Su/Oh Young-Su
633,633,Fiction,오영수,Oh Young-Su,Wine,Marshall R. Pihl,The Good People,Heinemann Asia,1985.0,Oh Young Su/Oh Young-Su
634,634,Fiction,오용수,O Yong-su,Adolescence,John Holstein,Loess Valley And Other Korean Short Stories: Modern Korean Short Stories,Si-sa-yong-o-sa,1983.0,O Yong su/O Yong-su
635,635,Fiction,오용수,O Yong-su,Nam-I And The Taffyman,John Holstein,Loess Valley And Other Korean Short Stories: Modern Korean Short Stories,Si-sa-yong-o-sa,1983.0,O Yong su/O Yong-su
636,636,Fiction,오용수,O Yong-su,Seaside Village,John Holstein,Loess Valley And Other Korean Short Stories: Modern Korean Short Stories,Si-sa-yong-o-sa,1983.0,O Yong su/O Yong-su
637,637,Fiction,오용수,O Yong-su,The Echo,John Holstein,Loess Valley And Other Korean Short Stories: Modern Korean Short Stories,Si-sa-yong-o-sa,1983.0,O Yong su/O Yong-su
638,638,Fiction,오용수,O Yong-su,The Girl From An Island,John Holstein,Loess Valley And Other Korean Short Stories: Modern Korean Short Stories,Si-sa-yong-o-sa,1983.0,O Yong su/O Yong-su
639,639,Fiction,오용수,O Yong-su,The Migratory Bird,John Holstein,Loess Valley And Other Korean Short Stories: Modern Korean Short Stories,Si-sa-yong-o-sa,1983.0,O Yong su/O Yong-su
640,640,Fiction,오용수,O Yong-su,Uncle Soldier,John Holstein,Loess Valley And Other Korean Short Stories: Modern Korean Short Stories,Si-sa-yong-o-sa,1983.0,O Yong su/O Yong-su
641,641,Fiction,오용수,O Yong-su,Wild Grapes,John Holstein,Loess Valley And Other Korean Short Stories: Modern Korean Short Stories,Si-sa-yong-o-sa,1983.0,O Yong su/O Yong-su
642,642,Fiction,오유권,O Yu-gwon,Two Travelers,Kim Tae-Yon,Two Travelers And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,O Yu gwon/O Yu-gwon
649,649,Fiction,오정희,Oh Jung-Hee,A Portrait Of Magnolias,Bruce Fulton,River Of Fire And Other Stories,Columbia University Press,2012.0,Oh Jung Hee/Oh Jung-Hee
650,650,Fiction,오정희,Oh Jung Hee,Chinatown,"Bruce Fulton, Ju-Chan Fulton",Reunion So Far Away: A Collection Of Contemporary Korean Fiction,Korean National Commission for Unesco,1994.0,Oh Jung Hee
652,652,Fiction,오정희,O Chŏng-hŭi,Chinatown,"Bruce Fulton, Ju-Chan Fulton",Words Of Farewell: Stories By Korean Women Writers,Seal Press,1989.0,O Chong hui/O Chong-hui/O Chŏng-hŭi
654,654,Fiction,오정희,O Chŏng-hŭi,Evening Game,"Bruce Fulton, Ju-Chan Fulton",Words Of Farewell: Stories By Korean Women Writers,Seal Press,1989.0,O Chong hui/O Chong-hui/O Chŏng-hŭi
655,655,Fiction,오정희,Oh Jung-Hee,Fireworks,Bruce Fulton,River Of Fire And Other Stories,Columbia University Press,2012.0,Oh Jung Hee/Oh Jung-Hee
657,657,Fiction,오정희,Oh Jung-Hee,Lake P'Aro,Bruce Fulton,River Of Fire And Other Stories,Columbia University Press,2012.0,Oh Jung Hee/Oh Jung-Hee
658,658,Fiction,오정희,Oh Jung-Hee,Morning Star,Bruce Fulton,River Of Fire And Other Stories,Columbia University Press,2012.0,Oh Jung Hee/Oh Jung-Hee
659,659,Fiction,오정희,Oh Jung-Hee,One Spring Day,Bruce Fulton,River Of Fire And Other Stories,Columbia University Press,2012.0,Oh Jung Hee/Oh Jung-Hee
660,660,Fiction,오정희,Oh Jung-Hee,River Of Fire,Bruce Fulton,River Of Fire And Other Stories,Columbia University Press,2012.0,Oh Jung Hee/Oh Jung-Hee
662,662,Fiction,오정희,O Chonghui,The Bronze Mirror,"Bruce Fulton, Ju-Chan Fulton",Land Of Exile: Contemporary Korean Fiction,M.E. Sharpe,1993.0,O Chonghui
663,663,Fiction,오정희,O Chŏng-hŭi,The Face (1999),John Holstein,A Moment's Grace: Stories From Korean In Transition,Cornell Univ. East Asia Program,2010.0,O Chong hui/O Chong-hui/O Chŏng-hŭi
664,664,Fiction,오정희,O Chŏng-hŭi,The Face (1999),John Holstein,A Moment's Grace: Stories From Korean In Transition,Cornell Univ. East Asia Program,2010.0,O Chong hui/O Chong-hui/O Chŏng-hŭi
665,665,Fiction,오정희,O Chŏng-hŭi,The Monument Intersection,Suh Ji-Moon,The Golden Phoenix: Seven Contemporary Korean Short Stories,Lynne Rienner Pub.,1999.0,O Chong hui/O Chong-hui/O Chŏng-hŭi
667,667,Fiction,오정희,Oh Jung-Hee,The Old Well,Bruce Fulton,River Of Fire And Other Stories,Columbia University Press,2012.0,Oh Jung Hee/Oh Jung-Hee
668,668,Fiction,오정희,Oh Jung-Hee,The Release,Bruce Fulton,River Of Fire And Other Stories,Columbia University Press,2012.0,Oh Jung Hee/Oh Jung-Hee
669,669,Fiction,오정희,Oh Jung-Hee,The Toy Shop Woman,Bruce Fulton,River Of Fire And Other Stories,Columbia University Press,2012.0,Oh Jung Hee/Oh Jung-Hee
671,671,Fiction,오정희,O Chŏnghŭi,Wayfarer, ,Modern Korean Fiction: An Anthology,Columbia University Press,2005.0,O Chonghui/O Chŏnghŭi
672,672,Fiction,오정희,O Chong-hui,Wayfarer,"Bruce Fulton, Ju-Chan Fulton",The Future Of Silence: Fiction By Korean Women,Zephyr press,2016.0,O Chong hui/O Chong-hui
673,673,Fiction,오정희,O Chong-hui,Wayfarer,"Bruce Fulton, Ju-Chan Fulton",Wayfarer: New Fiction By Korean Women,Women in Translation,1997.0,O Chong hui/O Chong-hui
674,674,Fiction,오정희,Oh Cheong-hui,Weaver Woman,Bruce Fulton,Waxen Wings: The Acta Koreana Anthology Of Short Fiction From Korea,koryo,2011.0,Oh Cheong hui/Oh Cheong-hui
676,676,Fiction,오정희,O Chŏng-hŭi,Words Of Farewell,"Bruce Fulton, Ju-Chan Fulton",Words Of Farewell: Stories By Korean Women Writers,Seal Press,1989.0,O Chong hui/O Chong-hui/O Chŏng-hŭi
679,679,Fiction,유금호,Yoo Keumho,A Thin Line,Agnita Tennant,The Star And Other Korean Short Stories,Kegan Paul International,1996.0,Yoo Keumho
682,682,Fiction,유익서,Yoo Ick-suh,Purchased Bridegroom,Hyunjae Yee Sallee,The Snowy Road,Hollym,2005.0,Yoo Ick suh/Yoo Ick-suh
683,683,Fiction,유익서,Yoo Ick-suh,Purchased Bridegroom,Hyun-Jae Yee Sallee,The Snowy Road And Other Stories,White Pine Press,1993.0,Yoo Ick suh/Yoo Ick-suh
684,684,Fiction,유재영,Yoo Jai-yong,The Star,Agnita Tennant,The Star And Other Korean Short Stories,Kegan Paul International,1996.0,Yoo Jai yong/Yoo Jai-yong
685,685,Fiction,유재용,Yu Chae-yong,The Relationship,So Sun-Bong,"Early Spring, Mid-Summer: And Other Korean Short Stories","Pace International Research, Inc./Si-sa-yong-o-sa publishers",1983.0,Yu Chae yong/Yu Chae-yong
687,687,Fiction,유주현,Yu Chuhyǒn,The Imjin River,Kim Chong-Un,Postwar Korean Short Stories,Seoul National University Press & The Center for Korean Studies at the University of Hawaii,1983.0,Yu Chuhyon/Yu Chuhyǒn
689,689,Fiction,유진오,Yu Chiin-o,The Clear Water Pavilion,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,Onyx Press,1983.0,Yu Chiin o/Yu Chiin-o
690,690,Fiction,유진오,Yu Chin-o,The Clear Water Pavilion,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,M.E. Sharpe,1998.0,Yu Chin o/Yu Chin-o
691,691,Fiction,유현종,Yu Hyon-jong,D.M.Z.,Choe Hae-Chu,"Early Spring, Mid-Summer: And Other Korean Short Stories","Pace International Research, Inc./Si-sa-yong-o-sa publishers",1983.0,Yu Hyon jong/Yu Hyon-jong
706,706,Fiction,윤이형,Yun I-hyeong,Danny, ,"Storytelling Asia, V.9 No.1",Asia Publishing Co,2014.0,Yun I hyeong/Yun I-hyeong
707,707,Fiction,윤이형,Yun I-hyeong,The Sky Walker,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Yun I hyeong/Yun I-hyeong
709,709,Fiction,윤정모,Yoon Chongmo,Why The Silkworm Does Not Leave Its Cocoon,Agnita Tennant,The Star And Other Korean Short Stories,Kegan Paul International,1996.0,Yoon Chongmo
710,710,Fiction,윤정순,Yoon Jungsun,At The Sundown,Jin-Young Choi,Unspoken Voices,Homa & Sekey,2002.0,Yoon Jungsun
714,714,Fiction,윤후명,Yun Hu-myŏng,The Girl From The Wind-Whipped House,Suh Ji-Moon,The Golden Phoenix: Seven Contemporary Korean Short Stories,Lynne Rienner Pub.,1999.0,Yun Hu myong/Yun Hu-myong/Yun Hu-myŏng
719,719,Fiction,윤흥길,Yun Heung-gil,A Winter Commuter,Suh Ji-Moon,The House Of Twilight,Readers International,1989.0,Yun Heung gil/Yun Heung-gil
720,720,Fiction,윤흥길,Yun Heung-gil,Fuel,Suh Ji-Moon,The House Of Twilight,Readers International,1989.0,Yun Heung gil/Yun Heung-gil
721,721,Fiction,윤흥길,Yun Heung-gil,Gang Beating,Choe Hae-Chun,The House Of Twilight,Readers International,1989.0,Yun Heung gil/Yun Heung-gil
722,722,Fiction,윤흥길,Yun Hung-gil,Group Beating,Mchale Brendan,The Road To Sampo And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Yun Hung gil/Yun Hung-gil
723,723,Fiction,윤흥길,Yoon Heung-Gil,Mu-Jeh,Chun Kyung-Ja,The Voice Of The Governor General And Other Stories Of Modern Korea,EastBridge,2002.0,Yoon Heung Gil/Yoon Heung-Gil
724,724,Fiction,윤흥길,Yun Heung-gil,The House Of Twilight,Martin Holman,The House Of Twilight,Readers International,1989.0,Yun Heung gil/Yun Heung-gil
725,725,Fiction,윤흥길,Yun Heunggil,The Man Who Was Left As Nine Pairs Of Shoes,"Bruce Fulton, Ju-Chan Fulton",Land Of Exile: Contemporary Korean Fiction,M.E. Sharpe,1993.0,Yun Heunggil
726,726,Fiction,윤흥길,Yun Heung-gil,The Man Who Was Left As Nine Pairs Of Shoes,"Bruce Fulton, Ju-Chan Fulton",The House Of Twilight,Readers International,1989.0,Yun Heung gil/Yun Heung-gil
727,727,Fiction,윤흥길,Yun Heung-gil,The Rainy Spell,Suh Ji-Moon,The Golden Phoenix : Seven Contemporary Korean Short Stories,Lynne Rienner Pub.,1999.0,Yun Heung gil/Yun Heung-gil
728,728,Fiction,윤흥길,Yun Heung-gil,The Rainy Spell,Suh Ji-Moon,The House Of Twilight,Readers International,1989.0,Yun Heung gil/Yun Heung-gil
729,729,Fiction,윤흥길,Yoon Heung-gil,The Rainy Spell,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,Onyx Press,1983.0,Yoon Heung gil/Yoon Heung-gil
730,730,Fiction,윤흥길,Yoon Heung-gil,The Rainy Spell,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,M.E. Sharpe,1998.0,Yoon Heung gil/Yoon Heung-gil
731,731,Fiction,윤흥길,Yun Heung-gil,The Rainy Spell,Suh Ji-Moon,The Golden Phoenix: Seven Contemporary Korean Short Stories,Lynne Rienner Pub.,1999.0,Yun Heung gil/Yun Heung-gil
737,737,Fiction,은희경,Eun Hee-kyung,Inheritance,Dahee Kim,Reading Korea: 12 Contemporary Stories,ANVIL Publishing,2008.0,Eun Hee kyung/Eun Hee-kyung
739,739,Fiction,은희경,Un Heekyong,My Wife's Boxes,Jin-Young Choi,Unspoken Voices,Homa & Sekey,2002.0,Un Heekyong
746,746,Fiction,이광수,Yi Kwang-su,Halmom,So Ji-Mun,The Unenlightened And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers/Pace International Research, Inc.",1983.0,Yi Kwang su/Yi Kwang-su
747,747,Fiction,이광수,Yi Kwang-soo,HalmŏM,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,M.E. Sharpe,1998.0,Yi Kwang soo/Yi Kwang-soo
749,749,Fiction,이광수,Yi Kwang-su,Mystery Woman,"Kim Chong-Un, Bruce Fulton",A Ready - Made Life,University of Hawaii Press,1998.0,Yi Kwang su/Yi Kwang-su
750,750,Fiction,이광수,Yi Kwang-su,Obscurity,Lyndal Weiler,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Yi Kwang su/Yi Kwang-su
752,752,Fiction,이광수,Yi Kwang-su,The Unenlightened,Chang Wang-Rok,Modern Korean Short Stories And Plays,"Korean Centre, International P.E.N.",1970.0,Yi Kwang su/Yi Kwang-su
753,753,Fiction,이광수,Yi Kwang-su,The Unenlightened,Chang Wang-Rok,The Unenlightened And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers/Pace International Research, Inc.",1983.0,Yi Kwang su/Yi Kwang-su
756,756,Fiction,이근삼,Lee Gun-sam,A Respectable Profession,Song Yo-In,Modern Korean Short Stories And Plays,"Korean Centre, International P.E.N.",1970.0,Lee Gun sam/Lee Gun-sam
757,757,Fiction,이기영,Yi Ki-yŏng,A Tale Of Rats,"Kim Chong-Un, Bruce Fulton",A Ready - Made Life,University of Hawaii Press,1998.0,Yi Ki yong/Yi Ki-yong/Yi Ki-yŏng
758,758,Fiction,이기영,Yi Ki-yŏng,"Rat Fire (SŏHwa, 1933)",Jin-Kyung Lee,Rat Fire: Korean Stories From The Japanese Empire,Cornell East Asia Series,2013.0,Yi Ki yong/Yi Ki-yong/Yi Ki-yŏng
764,764,Fiction,이남원,Yi Nam-wŏn,"Pusan (Pusan, 1935)",Mee Chang,Rat Fire: Korean Stories From The Japanese Empire,Cornell East Asia Series,2013.0,Yi Nam won/Yi Nam-won/Yi Nam-wŏn
772,772,Fiction,이문구,Lee Munku,Good 'Ol Mr. Kim,Dahee Kim,Reading Korea: 12 Contemporary Stories,ANVIL Publishing,2008.0,Lee Munku
774,774,Fiction,이문구,Yi Mun-ku,The Sunset Over My Hometown,Suh Ji-Moon,The Golden Phoenix : Seven Contemporary Korean Short Stories,Lynne Rienner Pub.,1999.0,Yi Mun ku/Yi Mun-ku
775,775,Fiction,이문구,Yi Mun-gu,The Tale Of Kim Tagbo,Chong Jong-Wha,Meetings And Farewells: Modern Korean Stories,University of Queensland Press,1980.0,Yi Mun gu/Yi Mun-gu
776,776,Fiction,이문구,Yi Mun-gu,The Tale Of Kim Tagbo,Shin Hyun-Song,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Yi Mun gu/Yi Mun-gu
785,785,Fiction,이문열,Yi Mun-yol,"Early Spring, Mid-Summer",So Ju-Mu,"Early Spring, Mid-Summer: And Other Korean Short Stories","Pace International Research, Inc./Si-sa-yong-o-sa publishers",1983.0,Yi Mun yol/Yi Mun-yol
788,788,Fiction,이문열,Yi Mun-yol,That Winter Of My Youth,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,Onyx Press,1983.0,Yi Mun yol/Yi Mun-yol
789,789,Fiction,이문열,Yi Mun-yol,That Winter Of My Youth,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,M.E. Sharpe,1998.0,Yi Mun yol/Yi Mun-yol
790,790,Fiction,이문열,Yi Mun-yol,The Golden Phoenix,Suh Ji-Moon,The Golden Phoenix : Seven Contemporary Korean Short Stories,Lynne Rienner Pub.,1999.0,Yi Mun yol/Yi Mun-yol
793,793,Fiction,이문열,Yi Munyŏl,The Old Hatter, ,Modern Korean Fiction: An Anthology,Columbia University Press,2005.0,Yi Munyol/Yi Munyŏl
797,797,Fiction,이범선,Yi Pŏmsŏn,A Stray Bullet,Marshall R. Pihl,Flowers Of Fire: Twentieth-Century Korean Stories,The University Press of Hawaii,1974.0,Yi Pomson/Yi Pŏmsŏn
798,798,Fiction,이범선,Yi Pom-son,A Stray Bullet,Marshall R. Pihl With Vreni Merriam,The Drizzle And Other Korean Short Stories: Modern Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Yi Pom son/Yi Pom-son
799,799,Fiction,이범선,Yi Pom-son,Autumn Leaves,Edward D. Rockstei,The Drizzle And Other Korean Short Stories: Modern Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Yi Pom son/Yi Pom-son
800,800,Fiction,이범선,Yi Pom-son,God Of The Earth,Yi Yong-Gol With Sister Janice Vere Hilburn,The Drizzle And Other Korean Short Stories: Modern Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Yi Pom son/Yi Pom-son
801,801,Fiction,이범선,Yi Pom-son,The Cosmos,Norman Thorp,The Drizzle And Other Korean Short Stories: Modern Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Yi Pom son/Yi Pom-son
802,802,Fiction,이범선,Yi Pŏm-sŏn,The Gulls (1958),John Holstein,A Moment's Grace: Stories From Korean In Transition,Cornell Univ. East Asia Program,2010.0,Yi Pom son/Yi Pom-son/Yi Pŏm-sŏn
803,803,Fiction,이범선,Yi Pom-son,The People Of Crane Village,Pak Kyu-So,The Drizzle And Other Korean Short Stories: Modern Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Yi Pom son/Yi Pom-son
806,806,Fiction,이병주,Yi Pyŏng-ju,Pierro And Chrysanthemums,Paik Syeung-Gil,Anthology Of Korean Literary,Dong-Suh Munhaksa,1988.0,Yi Pyong ju/Yi Pyong-ju/Yi Pyŏng-ju
807,807,Fiction,이병주,Yi Pyong-ju,The Wind And Landscape Of Yenang,Mchale Brendan,The Road To Sampo And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Yi Pyong ju/Yi Pyong-ju
812,812,Fiction,이상,Yi Sang,A Discontinued Knot,Choe Hae-Chun,The Unenlightened And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers/Pace International Research, Inc.",1983.0,Yi Sang
813,813,Fiction,이상,Yi Sang,Deathly Child,"Ahn Jung-Hyo, James B. Lee",The Wings,Jimoondang,2001.0,Yi Sang
814,814,Fiction,이상,Yi Sang,Encounters And Departures,"Ahn Jung-Hyo, James B. Lee",The Wings,Jimoondang,2001.0,Yi Sang
816,816,Fiction,이상,Yi Sang,Meeting And Farewells,Chung Chong-Wha,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Yi Sang
817,817,Fiction,이상,Yi Sang,Meetings And Farewells,Chong Jong-Wha,Meetings And Farewells: Modern Korean Stories,University of Queensland Press,1980.0,Yi Sang
818,818,Fiction,이상,Yi Sang,Phantom Illusion,"Kim Chong-Un, Bruce Fulton",A Ready - Made Life,University of Hawaii Press,1998.0,Yi Sang
820,820,Fiction,이상,Yi Sang,The Wings,Moon Hi-Kyung,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Yi Sang
821,821,Fiction,이상,Yi-Sang,The Wings,Ahn Jung-Hyo,The Unenlightened And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers/Pace International Research, Inc.",1983.0,Yi Sang/Yi-Sang
822,822,Fiction,이상,Yi Sang,The Wings,"Ahn Jung-Hyo, James B. Lee",The Wings,Jimoondang,2001.0,Yi Sang
823,823,Fiction,이상,Yi Sang,Wings,Peter H. Lee,Flowers Of Fire: Twentieth-Century Korean Stories,The University Press of Hawaii,1974.0,Yi Sang
824,824,Fiction,이상,Yi Sang,Wings, ,Modern Korean Fiction: An Anthology,Columbia University Press,2005.0,Yi Sang
825,825,Fiction,이상,Yi Sang,Wings,Chu Yo-Sup,Modern Korean Short Stories And Plays,"Korean Centre, International P.E.N.",1970.0,Yi Sang
826,826,Fiction,이석봉,Lee Sukbong,The Jade Ring,Jin-Young Choi,Unspoken Voices,Homa & Sekey,2002.0,Lee Sukbong
827,827,Fiction,이석봉,Yi Sŏk-pong,The Light At Dawn (1985),Kim Yung-Hee,Questioning Minds: Short Stories By Modern Korean Women Writers,University of Hawaii Press,2010.0,Yi Sok pong/Yi Sok-pong/Yi Sŏk-pong
829,829,Fiction,이순,Yi Sun,A Dish Of Sliced Raw Fish (1979),Kim Yung-Hee,Questioning Minds: Short Stories By Modern Korean Women Writers,University of Hawaii Press,2010.0,Yi Sun
858,858,Fiction,이정호,Lee Jungho,The Woman In Search Of An Illusion,Jin-Young Choi,Unspoken Voices,Homa & Sekey,2002.0,Lee Jungho
870,870,Fiction,이청준,Yi Chung-Jun,Bird And Tree,Ok Young Kim Chang,Seopyeonje: The Southerners' Songs,Peter Owen,2011.0,Yi Chung Jun/Yi Chung-Jun
871,871,Fiction,이청준,Yi Ch'ŏngjun,Footprints In The Snow, ,Modern Korean Fiction: An Anthology,Columbia University Press,2005.0,Yi Ch'ongjun/Yi Ch'ŏngjun
872,872,Fiction,이청준,Yi Chŏng-jun,Footprints In The Snow,Julie Pickering,The Prophet And Other Stories,Cornell Univ. East Asia Program,1999.0,Yi Chong jun/Yi Chong-jun/Yi Chŏng-jun
873,873,Fiction,이청준,Yi Chung-Jun,Immortal Crane Village,Ok Young Kim Chang,Seopyeonje: The Southerners' Songs,Peter Owen,2011.0,Yi Chung Jun/Yi Chung-Jun
874,874,Fiction,이청준,Yi Chung-Jun,Seopyeonje,Ok Young Kim Chang,Seopyeonje: The Southerners' Songs,Peter Owen,2011.0,Yi Chung Jun/Yi Chung-Jun
875,875,Fiction,이청준,Lee Chong-jun,Showing The Stars, ,Journey To Mujin: Anthology Of Korean Short Fictions,The Korean Culture and Arts Foundation,1988.0,Lee Chong jun/Lee Chong-jun
876,876,Fiction,이청준,Yi Chong-jun,Snowy Road,Agnita Tennant,The Star And Other Korean Short Stories,Kegan Paul International,1996.0,Yi Chong jun/Yi Chong-jun
877,877,Fiction,이청준,Yi Chong-jun,Target,Kim Chong-Cho,Home-Coming And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Yi Chong jun/Yi Chong-jun
878,878,Fiction,이청준,Yi Cheong-jun,The Abject,Grace Jung,Two Stories From Korea,MerwinAsia,2016.0,Yi Cheong jun/Yi Cheong-jun
879,879,Fiction,이청준,Yi Chong-jun,The Cruel City,Choe Yong,The Cruel City And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Yi Chong jun/Yi Chong-jun
880,880,Fiction,이청준,Yi Chong-jun,The Dream Of A Mask,So Chi-Mu,Home-Coming And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Yi Chong jun/Yi Chong-jun
882,882,Fiction,이청준,Yi Chŏng-jun,The Falconer,Julie Pickering,The Prophet And Other Stories,Cornell Univ. East Asia Program,1999.0,Yi Chong jun/Yi Chong-jun/Yi Chŏng-jun
883,883,Fiction,이청준,Yi Chŏng-jun,The Fire Worshiper,Julie Pickering,The Prophet And Other Stories,Cornell Univ. East Asia Program,1999.0,Yi Chong jun/Yi Chong-jun/Yi Chŏng-jun
884,884,Fiction,이청준,Yi Chung-Jun,The Light Of Songs,Ok Young Kim Chang,Seopyeonje: The Southerners' Songs,Peter Owen,2011.0,Yi Chung Jun/Yi Chung-Jun
886,886,Fiction,이청준,Yi Chŏng-jun,The Prophet,Julie Pickering,The Prophet And Other Stories,Cornell Univ. East Asia Program,1999.0,Yi Chong jun/Yi Chong-jun/Yi Chŏng-jun
887,887,Fiction,이청준,Yi Chung-Jun,The Rebirth Of Words,Ok Young Kim Chang,Seopyeonje: The Southerners' Songs,Peter Owen,2011.0,Yi Chung Jun/Yi Chung-Jun
888,888,Fiction,이청준,Yi Chong-jun,The Snowy Road,Hyunjae Yee Sallee,The Snowy Road,Hollym,2005.0,Yi Chong jun/Yi Chong-jun
889,889,Fiction,이청준,Yee Chung-joon,The Snowy Road,"Hyun-Jae Yee Sallee, Teresa Margadonna Hyun",The Snowy Road And Other Stories,White Pine Press,1993.0,Yee Chung joon/Yee Chung-joon
890,890,Fiction,이청준,Yee Chung-joon,The Snowy Road,Hyun-Jae Yee Sallee,The Snowy Road And Other Stories,White Pine Press*,2012.0,Yee Chung joon/Yee Chung-joon
891,891,Fiction,이청준,Yee Chung-joon,The Snowy Road,Hyun-Jae Yee Sallee,The Snowy Road And Other Stories,White Pine Press,1993.0,Yee Chung joon/Yee Chung-joon
892,892,Fiction,이청준,Yi Cheong-jun,The Wounded,Jennifer M. Lee,Two Stories From Korea,MerwinAsia,2016.0,Yi Cheong jun/Yi Cheong-jun
893,893,Fiction,이청준,Yi Chŏng-jun,Time's Gate,Julie Pickering,The Prophet And Other Stories,Cornell Univ. East Asia Program,1999.0,Yi Chong jun/Yi Chong-jun/Yi Chŏng-jun
898,898,Fiction,이태준,Yi T'aejun,A Tale Of Rabbits,Janet Poole,Dust And Other Stories,Columbia University Press,2018.0,Yi T'aejun
899,899,Fiction,이태준,Yi T'ae-jun,An Idiot's Delight,"Kim Chong-Un, Bruce Fulton",A Ready - Made Life,University of Hawaii Press,1998.0,Yi T'ae jun/Yi T'ae-jun
900,900,Fiction,이태준,Yi T'aejun,Before And After Liberation,Sunyoung Park,On The Eve Of The Uprising; And Other Stories From Colonial Korea,Cornell Univ. East Asis Series,2010.0,Yi T'aejun
901,901,Fiction,이태준,Yi T'aejun,Before And After Liberation: A Writer's Notes,Janet Poole,Dust And Other Stories,Columbia University Press,2018.0,Yi T'aejun
902,902,Fiction,이태준,Yi Tʼae-jun,Crow,"Bruce Fulton, Ju-Chan Fulton",Reunion So Far Away: A Collection Of Contemporary Korean Fiction,Korean National Commission for Unesco,1994.0,Yi T'ae jun/Yi T'ae-jun/Yi Tʼae-jun
903,903,Fiction,이태준,Yi T'aejun,Crows, ,Modern Korean Fiction: An Anthology,Columbia University Press,2005.0,Yi T'aejun
904,904,Fiction,이태준,Yi T'aejun,Dust,Janet Poole,Dust And Other Stories,Columbia University Press,2018.0,Yi T'aejun
905,905,Fiction,이태준,Yi T'aejun,Evening Sun,Janet Poole,Dust And Other Stories,Columbia University Press,2018.0,Yi T'aejun
907,907,Fiction,이태준,Yi T'aejun,Omongnyǒ,Janet Poole,Dust And Other Stories,Columbia University Press,2018.0,Yi T'aejun
908,908,Fiction,이태준,Yi T'aejun,The Broker's Office,Janet Poole,Dust And Other Stories,Columbia University Press,2018.0,Yi T'aejun
909,909,Fiction,이태준,Yi T'aejun,The Frozen River P'Ae,Janet Poole,Dust And Other Stories,Columbia University Press,2018.0,Yi T'aejun
910,910,Fiction,이태준,Yi T'aejun,The Hunt,Janet Poole,Dust And Other Stories,Columbia University Press,2018.0,Yi T'aejun
911,911,Fiction,이태준,Yi T'aejun,The Rainy Season,Janet Poole,Dust And Other Stories,Columbia University Press,2018.0,Yi T'aejun
912,912,Fiction,이태준,Yi T'aejun,Tiger Grandma,Janet Poole,Dust And Other Stories,Columbia University Press,2018.0,Yi T'aejun
913,913,Fiction,이태준,Yi T'aejun,Unconditioned,Janet Poole,Dust And Other Stories,Columbia University Press,2018.0,Yi T'aejun
917,917,Fiction,이혜경,Yi Hye-gyŏng,In Front Of The House (1998),Yung-Hee Kim,Romantic Tales From Old Korea,Cornell East Asia Series,2017.0,Yi Hye gyong/Yi Hye-gyong/Yi Hye-gyŏng
